1,1,1,1,2020,3,7,0,0,109
1,1,1,1,2020,3,7,1,0,100
1,1,1,1,2020,3,7,2,0,104
1,1,1,1,2020,3,7,3,0,108
1,1,1,1,2020,3,7,4,0,105
1,1,1,1,2020,3,7,5,0,99
1,1,1,1,2020,3,7,6,0,96
1,1,1,1,2020,3,7,7,0,102
1,1,1,1,2020,3,7,8,0,121
1,1,1,1,2020,3,7,9,0,99
1,1,1,1,2020,3,7,10,0,109
1,1,1,1,2020,3,7,11,0,93
1,1,1,1,2020,3,7,12,0,113
1,1,1,1,2020,3,7,13,0,106
1,1,1,1,2020,3,7,14,0,112
1,1,1,1,2020,3,7,15,0,101
1,1,1,1,2020,3,7,16,0,108
1,1,1,1,2020,3,7,17,0,110
1,1,1,1,2020,3,7,18,0,108
1,1,1,1,2020,3,7,19,0,104
1,1,1,1,2020,3,7,20,0,111
1,1,1,1,2020,3,7,21,0,108
1,1,1,1,2020,3,7,22,0,96
1,1,1,1,2020,3,7,23,0,116
1,1,1,1,2020,3,7,24,0,105
1,1,1,1,2020,3,7,25,0,111
1,1,1,1,2020,3,7,26,0,106
1,1,1,1,2020,3,7,27,0,103
1,1,1,1,2020,3,7,28,0,96
1,1,1,1,2020,3,7,29,0,90
1,1,1,1,2020,3,7,30,0,92
1,1,1,1,2020,3,7,31,0,101
1,1,1,1,2020,3,7,32,0,109
1,1,1,1,2020,3,7,33,0,110
1,1,1,1,2020,3,7,34,0,112
1,1,1,1,2020,3,7,35,0,105
1,1,1,1,2020,3,7,36,0,100
1,1,1,1,2020,3,7,37,0,109
1,1,1,1,2020,3,7,38,0,98
1,1,1,1,2020,3,7,39,0,106
1,1,1,1,2020,3,7,40,0,99
1,1,1,1,2020,3,7,41,0,98
1,1,1,1,2020,3,7,42,0,104
1,1,1,1,2020,3,7,43,0,109
1,1,1,1,2020,3,7,44,0,114
1,1,1,1,2020,3,7,45,0,111
1,1,1,1,2020,3,7,46,0,106
1,1,1,1,2020,3,7,47,0,103
1,1,1,1,2020,3,7,48,0,99
1,1,1,1,2020,3,7,49,0,94
1,1,1,1,2020,3,7,50,0,96
1,1,1,1,2020,3,7,51,0,116
1,1,1,1,2020,3,7,52,0,107
1,1,1,1,2020,3,7,53,0,112
1,1,1,1,2020,3,7,54,0,92
1,1,1,1,2020,3,7,55,0,109
1,1,1,1,2020,3,7,56,0,116
1,1,1,1,2020,3,7,57,0,98
1,1,1,1,2020,3,7,58,0,98
1,1,1,1,2020,3,7,59,0,102
1,1,1,1,2020,3,8,0,0,111
1,1,1,1,2020,3,8,1,0,115
1,1,1,1,2020,3,8,2,0,109
1,1,1,1,2020,3,8,3,0,94
1,1,1,1,2020,3,8,4,0,108
1,1,1,1,2020,3,8,5,0,114
1,1,1,1,2020,3,8,6,0,103
1,1,1,1,2020,3,8,7,0,106
